key,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,city,state
XXG6GK6W53,P3498345,Display,80,No,3,23-Jul,C0105,P3498345,Carousel,0,0,0,479,0,Uj7gg,3P Audience,24,Female,45632,Windows,Desktop,Microsoft Edge,Newark,New Jersey
N2P6A4KGEV,P4936004,Paid Search,110,No,1,23-Jul,C0182,P4936004,Carousel,0,0,0,261,0,UX0Y7,3P Audience,18,Female,51715,iOS,Smartphone,Safari,Newark,New Jersey
CRCW6110YP,P6284927,Display,127,No,2,23-Jul,C0103,P6284927,Banner,0,0,0,725,0,UqFbc,Custom Audience,30,Female,64898,Windows,Laptop,Microsoft Edge,Jersey City,New Jersey
TPYXT783E1,P9924485,Display,344,No,4,23-Jul,C0068,P9924485,Carousel,1,1,1,498,510,UGUtZ,Custom Audience,38,Female,113760,Windows,Desktop,Microsoft Edge,Manchester,New Hampshire
ONU2I8ZL64,O4984644,Direct,95,Yes,2,23-Jul,C0096,O4984644,Video,0,0,0,0,0,UHz3j,Custom Audience,20,Female,48999,Android,Smartphone,Microsoft Edge,Nashua,New Hampshire
R0320KHV6G,O8211473,Referral,133,No,1,23-Jul,C0064,O8211473,Video,0,0,0,0,0,U2TS4,3P Audience,25,Male,49413,Android,Smartphone,Microsoft Edge,Nashua,New Hampshire
QVU0BR9UA8,O4993630,Referral,160,Yes,3,23-Jul,C0020,O4993630,Carousel,0,0,0,0,0,U1jqe,3P Audience,43,Female,87520,iOS,Tablet,Safari,Reno,Nevada
5OODHN229Q,P9833535,Display,123,No,2,23-Jul,C0216,P9833535,Banner,0,0,0,808,0,UHMPv,3P Audience,48,Male,190862,Windows,Laptop,Microsoft Edge,Las Vegas,Nevada
SLDY48NH8F,P1392911,Paid Search,174,No,1,23-Jul,C0236,P1392911,Banner,1,1,0,91,0,UAFG7,3P Audience,25,Male,56870,Windows,Desktop,Microsoft Edge,Henderson,Nevada
XUMM9EY0CU,O2008646,Direct,160,No,3,23-Jul,C0193,O2008646,Carousel,0,0,0,0,0,UG7C2,1P Audience,42,Female,84763,Android,Tablet,Microsoft Edge,Las Vegas,Nevada
LCH94YQWWB,O5406943,Referral,61,No,1,23-Jul,C0164,O5406943,Video,0,0,0,0,0,UzKuH,3P Audience,30,Female,60942,Windows,Laptop,Microsoft Edge,Las Vegas,Nevada
ID2YRDPOMG,P8340125,Paid Search,110,No,1,23-Jul,C0224,P8340125,Video,0,0,0,95,0,UEpgl,3P Audience,30,Male,60488,Android,Tablet,Microsoft Edge,Las Vegas,Nevada
KS6YZ8C4WC,P6749723,Paid Search,110,No,1,23-Jul,C0103,P6749723,Carousel,0,0,0,391,0,U81Pd,1P Audience,23,Male,44729,macOS,Laptop,Microsoft Edge,Reno,Nevada
7MGI8OHROE,O7006758,SEO,162,No,3,23-Jul,C0070,O7006758,Video,0,0,0,0,0,Udrwy,3P Audience,36,Female,92999,macOS,Laptop,Microsoft Edge,Reno,Nevada
AT8MSX30GX,P6366570,Display,80,Yes,1,23-Jul,C0249,P6366570,Video,0,0,0,633,0,UemW2,Custom Audience,51,Male,129198,Android,Tablet,Microsoft Edge,Las Vegas,Nevada
BSJVA0QZE4,P1385804,Paid Search,153,Yes,3,23-Jul,C0085,P1385804,Carousel,1,0,0,468,0,U8Xj0,1P Audience,51,Male,146835,macOS,Laptop,Microsoft Edge,Lincoln,Nebraska
1JQBIFVR53,P1196227,Display,127,No,3,23-Jul,C0242,P1196227,Banner,0,0,0,377,0,UtuAY,3P Audience,44,Female,86152,Android,Tablet,Microsoft Edge,Bellevue,Nebraska
44ZTOD1MKW,P9508961,Paid Search,146,No,3,23-Jul,C0127,P9508961,Carousel,1,0,0,619,0,UT0fN,Custom Audience,34,Female,63492,Linux,Laptop,Mozilla Firefox,Lincoln,Nebraska
9GU2DGA8PT,O7236035,Referral,145,No,3,23-Jul,C0087,O7236035,Carousel,0,0,0,0,0,UWx7r,3P Audience,37,Female,105520,Windows,Desktop,Microsoft Edge,Lincoln,Nebraska
FFWELH64W0,O9887815,Direct,177,No,2,23-Jul,C0010,O9887815,Video,1,1,0,0,0,UHiKJ,1P Audience,30,Male,64954,macOS,Desktop,Microsoft Edge,Great Falls,Montana
972PWPTYYS,O6829920,Referral,171,No,1,23-Jul,C0183,O6829920,Banner,0,0,0,0,0,UhnVO,3P Audience,17,Female,48398,iOS,Tablet,Safari,Missoula,Montana
SJPTQYJL6V,P8863152,Paid Search,86,No,3,23-Jul,C0130,P8863152,Banner,1,0,0,643,0,UCwff,3P Audience,21,Female,53265,Windows,Laptop,Microsoft Edge,Great Falls,Montana
TGOXC6GSV8,O3206063,SEO,134,No,2,23-Jul,C0164,O3206063,Video,0,0,0,0,0,UdRsh,Custom Audience,34,Male,65032,macOS,Laptop,Microsoft Edge,Springfield,Missouri
I4CY9SCUTG,P7925146,Paid Search,103,Yes,3,23-Jul,C0178,P7925146,Banner,0,0,0,665,0,UQS5v,Custom Audience,24,Male,42372,iOS,Tablet,Safari,Springfield,Missouri
5CYKKGRHLS,P2573119,Display,165,No,2,23-Jul,C0164,P2573119,Carousel,1,1,0,397,0,UxVfL,3P Audience,39,Male,110647,Android,Smartphone,Microsoft Edge,St. Louis,Missouri
J5U1AL22I4,P2732768,Display,133,No,3,23-Jul,C0249,P2732768,Carousel,0,0,0,226,0,UF6JK,Custom Audience,41,Male,118641,macOS,Desktop,Microsoft Edge,Jackson,Mississippi
BHYTZY4J84,O7161097,SEO,83,No,1,23-Jul,C0061,O7161097,Banner,0,0,0,0,0,UOCZi,3P Audience,53,Female,123009,macOS,Desktop,Microsoft Edge,Gulfport,Mississippi
R4YM3XV0X7,P3463684,Paid Search,94,No,1,23-Jul,C0236,P3463684,Banner,1,1,0,824,0,U0BYh,3P Audience,22,Male,42950,Windows,Laptop,Microsoft Edge,Southaven,Mississippi
BG70EFG6SP,O3495911,SEO,60,Yes,1,23-Jul,C0230,O3495911,Video,0,0,0,0,0,UsN5z,1P Audience,34,Male,67467,Android,Smartphone,Microsoft Edge,Jackson,Mississippi
9HHOG4S0K4,P6592550,Paid Search,98,No,3,23-Jul,C0210,P6592550,Video,0,0,0,421,0,UL6AD,1P Audience,19,Male,43717,iOS,Smartphone,Safari,Jackson,Mississippi
FY9H165RMR,O9101208,Direct,63,Yes,1,23-Jul,C0046,O9101208,Carousel,0,0,0,0,0,UFt3J,3P Audience,37,Male,84787,Android,Smartphone,Microsoft Edge,Jackson,Mississippi
MZK8BEAIM5,O8997758,Referral,102,No,2,23-Jul,C0117,O8997758,Video,0,0,0,0,0,UMPt0,3P Audience,42,Female,84054,Android,Smartphone,Microsoft Edge,Gulfport,Mississippi
64A9643Q65,P4502918,Paid Search,157,No,2,23-Jul,C0015,P4502918,Carousel,0,0,0,158,0,UQbbX,1P Audience,23,Female,45243,Android,Smartphone,Microsoft Edge,Gulfport,Mississippi
61NSQDBYMN,O9162524,Direct,137,No,3,23-Jul,C0006,O9162524,Carousel,0,0,0,0,0,UqD1K,Custom Audience,45,Female,105575,iOS,Smartphone,Safari,Rochester,Minnesota
FDWQ55AL8A,P6706828,Display,143,Yes,2,23-Jul,C0108,P6706828,Video,0,0,0,435,0,UK35V,Custom Audience,16,Male,59787,Linux,Laptop,Mozilla Firefox,Saint Paul,Minnesota
HRRYXDYK3M,O9353518,SEO,106,No,3,23-Jul,C0028,O9353518,Carousel,1,0,0,0,0,UN9nF,Custom Audience,18,Male,42337,macOS,Laptop,Microsoft Edge,Saint Paul,Minnesota
83AZN9VFB3,O1140416,SEO,81,No,3,23-Jul,C0066,O1140416,Carousel,0,0,0,0,0,UWwuR,Custom Audience,55,Male,173102,Android,Tablet,Microsoft Edge,Rochester,Minnesota
9M16YM0MUH,P9064984,Paid Search,141,No,3,23-Jul,C0043,P9064984,Banner,0,0,0,687,0,UTlIN,Custom Audience,34,Male,64825,Android,Smartphone,Microsoft Edge,Grand Rapids,Michigan
1JZBNG1Z08,O8943875,Referral,103,Yes,3,23-Jul,C0053,O8943875,Carousel,0,0,0,0,0,UQfcL,Custom Audience,53,Female,182319,iOS,Tablet,Safari,Detroit,Michigan
N8T0MHH7JZ,P9861043,Display,126,No,1,23-Jul,C0234,P9861043,Carousel,0,0,0,390,0,UR70B,1P Audience,21,Male,54854,macOS,Desktop,Microsoft Edge,Warren,Michigan
FR5FE1NNWU,O4509038,Direct,107,Yes,3,23-Jul,C0216,O4509038,Video,1,1,0,0,0,UpGgW,3P Audience,27,Male,65184,iOS,Smartphone,Safari,Warren,Michigan
UCUAS4E699,O7042602,Direct,120,No,1,23-Jul,C0130,O7042602,Banner,0,0,0,0,0,UroL6,3P Audience,34,Male,74668,macOS,Desktop,Microsoft Edge,Grand Rapids,Michigan
4RVWDNPBID,O3513545,Referral,95,No,3,23-Jul,C0029,O3513545,Video,0,0,0,0,0,UO9q4,1P Audience,30,Male,67407,Linux,Laptop,Mozilla Firefox,Grand Rapids,Michigan
ERF52IC1Q3,P9635487,Display,92,No,1,23-Jul,C0009,P9635487,Video,0,0,0,191,0,UFg5H,3P Audience,31,Male,60613,macOS,Desktop,Microsoft Edge,Grand Rapids,Michigan
Q7IO23G4ZZ,P8987193,Display,123,No,1,23-Jul,C0216,P8987193,Video,0,0,0,224,0,U58Fa,Custom Audience,40,Male,104425,Linux,Laptop,Mozilla Firefox,Detroit,Michigan
R0Z3IJWL43,P3751518,Display,139,No,3,23-Jul,C0225,P3751518,Carousel,0,0,0,750,0,UK6gi,3P Audience,46,Female,158374,iOS,Smartphone,Safari,Grand Rapids,Michigan
RKOGOPC2E3,P4225152,Display,96,No,3,23-Jul,C0006,P4225152,Video,0,0,0,171,0,UAa8F,Custom Audience,46,Male,130888,Android,Tablet,Microsoft Edge,Boston,Massachusetts
C4SLB8EZYR,P1409436,Display,176,No,1,23-Jul,C0091,P1409436,Video,1,0,0,426,0,UcChN,1P Audience,32,Female,63096,macOS,Desktop,Microsoft Edge,Boston,Massachusetts
HVBQV67278,P7988553,Display,177,No,3,23-Jul,C0068,P7988553,Carousel,0,0,0,751,0,UnXUb,Custom Audience,29,Male,66323,Windows,Laptop,Microsoft Edge,Worcester,Massachusetts
EV3UD8HGRX,O3795985,SEO,73,Yes,3,23-Jul,C0102,O3795985,Carousel,0,0,0,0,0,UAx3d,3P Audience,47,Female,129716,Android,Tablet,Microsoft Edge,Springfield,Massachusetts
35C58OUWQR,O3602926,Direct,179,No,2,23-Jul,C0028,O3602926,Banner,0,0,0,0,0,UnHzb,3P Audience,44,Female,106452,Android,Tablet,Microsoft Edge,Boston,Massachusetts
YHDIGY23M7,O1978316,SEO,178,No,1,23-Jul,C0019,O1978316,Banner,0,0,0,0,0,U41Ul,3P Audience,37,Male,80595,Linux,Laptop,Mozilla Firefox,Boston,Massachusetts
C7PS33571U,O7117758,Direct,69,No,2,23-Jul,C0086,O7117758,Video,0,0,0,0,0,UsN5z,3P Audience,34,Male,67467,iOS,Smartphone,Safari,Rockville,Maryland
6JKFYL7ZES,P9193352,Display,167,No,1,23-Jul,C0221,P9193352,Banner,1,1,0,344,0,UJx9D,1P Audience,28,Female,64483,Android,Smartphone,Microsoft Edge,Baltimore,Maryland
49PB66IPW2,P4233476,Paid Search,128,Yes,3,23-Jul,C0086,P4233476,Carousel,0,0,0,285,0,UlwjI,3P Audience,23,Female,53493,Android,Smartphone,Microsoft Edge,Baltimore,Maryland
0KPJVHBYBJ,O9623711,SEO,89,No,2,23-Jul,C0031,O9623711,Banner,0,0,0,0,0,UM3J2,1P Audience,43,Female,92710,iOS,Smartphone,Safari,Rockville,Maryland
DCY0T14QBY,P1918144,Paid Search,533,No,5,23-Jul,C0229,P1918144,Banner,1,1,1,621,515,U7i0V,3P Audience,37,Male,106124,macOS,Laptop,Microsoft Edge,Rockville,Maryland
9WP3784WYH,P8054084,Display,173,No,1,23-Jul,C0027,P8054084,Video,0,0,0,770,0,Ubi1F,Custom Audience,29,Male,75621,iOS,Smartphone,Safari,Lewiston,Maine
7Y65GIMYR5,O1454433,SEO,68,No,3,23-Jul,C0239,O1454433,Carousel,0,0,0,0,0,U7qqn,Custom Audience,16,Female,49434,iOS,Tablet,Safari,Baton Rouge,Louisiana
34P7XG9K80,P2476638,Display,177,No,1,23-Jul,C0014,P2476638,Carousel,1,0,0,689,0,UxFzO,3P Audience,20,Female,43739,iOS,Tablet,Safari,Shreveport,Louisiana
LYH3904D67,P4600279,Paid Search,103,No,2,23-Jul,C0123,P4600279,Video,1,0,0,287,0,UEu3I,Custom Audience,23,Female,58603,Android,Smartphone,Microsoft Edge,Shreveport,Louisiana
GOD5SP7YB2,P8016600,Paid Search,119,No,1,23-Jul,C0109,P8016600,Video,1,0,0,247,0,U5oNM,Custom Audience,47,Male,145209,macOS,Laptop,Microsoft Edge,Baton Rouge,Louisiana
4MJ5J8P6F9,O6513132,Direct,506,No,5,23-Jul,C0080,O6513132,Banner,1,1,1,0,770,UhnVO,Custom Audience,17,Female,48398,iOS,Smartphone,Safari,Lexington,Kentucky
BFAMCWZNNI,P9178264,Display,165,No,3,23-Jul,C0167,P9178264,Carousel,0,0,0,884,0,UO9q4,3P Audience,30,Male,67407,macOS,Desktop,Microsoft Edge,Lexington,Kentucky
CQ4993MUDA,O7236548,SEO,94,No,2,23-Jul,C0222,O7236548,Carousel,1,0,0,0,0,UroL6,Custom Audience,34,Male,74668,iOS,Tablet,Safari,Bowling Green,Kentucky
FOJX6QWKM1,P5976885,Paid Search,123,No,1,23-Jul,C0001,P5976885,Banner,0,0,0,133,0,UWtWp,3P Audience,48,Male,132577,iOS,Tablet,Safari,Bowling Green,Kentucky
D6T3B07TY3,P5452855,Display,109,Yes,2,23-Jul,C0174,P5452855,Carousel,0,0,0,91,0,UlU1Q,1P Audience,41,Male,90663,Windows,Desktop,Microsoft Edge,Lexington,Kentucky
UAFR2DXVUO,P5372771,Paid Search,544,No,6,23-Jul,C0041,P5372771,Carousel,1,1,1,566,454,UTgP5,Custom Audience,47,Male,133150,iOS,Smartphone,Safari,Bowling Green,Kentucky
O0SNPZ2JQ8,O6508996,Direct,152,Yes,3,23-Jul,C0011,O6508996,Carousel,0,0,0,0,0,UNLsu,Custom Audience,46,Male,141406,Android,Smartphone,Microsoft Edge,Bowling Green,Kentucky
TM9ZMOGX7E,P4879096,Display,156,Yes,1,23-Jul,C0157,P4879096,Carousel,1,0,0,570,0,UK35V,Custom Audience,16,Male,59787,iOS,Tablet,Safari,Lexington,Kentucky
HGANUB7YG4,O4994124,SEO,71,No,1,23-Jul,C0179,O4994124,Carousel,1,0,0,0,0,UnUmB,1P Audience,25,Male,41230,Android,Tablet,Microsoft Edge,Overland Park,Kansas
BEY33SMF3G,O8294571,Referral,170,No,1,23-Jul,C0230,O8294571,Carousel,1,0,0,0,0,UL9db,Custom Audience,24,Male,49192,Android,Smartphone,Microsoft Edge,Kansas City,Kansas
VX5FDM40LN,P7465173,Display,140,No,2,23-Jul,C0118,P7465173,Banner,1,1,0,213,0,Ufnxw,Custom Audience,24,Male,42199,Android,Tablet,Microsoft Edge,Kansas City,Kansas
WIDLTAPBXP,P7738733,Paid Search,141,No,2,23-Jul,C0214,P7738733,Video,1,0,0,781,0,U0RBU,Custom Audience,23,Male,41151,iOS,Smartphone,Safari,Wichita,Kansas
CJDEI86CUX,O3543608,SEO,103,No,3,23-Jul,C0160,O3543608,Banner,0,0,0,0,0,UDvTV,3P Audience,37,Female,86656,iOS,Tablet,Safari,Overland Park,Kansas
THH0OD8NPA,P5425610,Display,126,No,3,23-Jul,C0087,P5425610,Banner,0,0,0,206,0,UX0Y7,Custom Audience,18,Female,51715,Android,Tablet,Microsoft Edge,Des Moines,Iowa
RVLMQ61HS2,O6785613,Direct,128,No,1,23-Jul,C0055,O6785613,Video,1,0,0,0,0,UoX6J,Custom Audience,47,Male,163356,Windows,Desktop,Microsoft Edge,Des Moines,Iowa
E7VOM87CIC,P8793834,Paid Search,132,No,1,23-Jul,C0210,P8793834,Video,0,0,0,684,0,Uqny3,1P Audience,52,Female,141865,macOS,Laptop,Microsoft Edge,Davenport,Iowa
EJM3PR3OMW,O3451409,SEO,176,No,3,23-Jul,C0089,O3451409,Banner,0,0,0,0,0,UKB5C,1P Audience,23,Male,45503,Android,Tablet,Microsoft Edge,Des Moines,Iowa
JB8VPMPHCB,O7164816,SEO,121,Yes,1,23-Jul,C0093,O7164816,Video,0,0,0,0,0,U5oNM,Custom Audience,47,Male,145209,Windows,Desktop,Microsoft Edge,Des Moines,Iowa
8CITC5N6CX,P3796340,Paid Search,498,No,4,23-Jul,C0214,P3796340,Video,1,1,1,482,94,UcJXH,1P Audience,29,Female,60675,macOS,Desktop,Microsoft Edge,Cedar Rapids,Iowa
FFHKIFBJV4,O2689845,SEO,443,No,6,23-Jul,C0021,O2689845,Video,1,1,1,0,256,UuRcC,Custom Audience,29,Male,74535,iOS,Smartphone,Safari,Fort Wayne,Indiana
4X5A7KNXPE,P8918979,Display,167,No,3,23-Jul,C0100,P8918979,Video,0,0,0,166,0,U0RBU,Custom Audience,23,Male,41151,Android,Smartphone,Microsoft Edge,Indianapolis,Indiana
PBCEHHTQLA,O5468775,Direct,178,No,3,23-Jul,C0042,O5468775,Carousel,0,0,0,0,0,U5QXd,Custom Audience,24,Male,43778,Android,Smartphone,Microsoft Edge,Evansville,Indiana
B8MGX6H3KZ,O7004302,Referral,61,No,2,23-Jul,C0069,O7004302,Carousel,0,0,0,0,0,U4wny,1P Audience,31,Male,78361,macOS,Desktop,Microsoft Edge,Evansville,Indiana
OYZWRU1EKX,O3469032,Referral,143,No,1,23-Jul,C0103,O3469032,Carousel,0,0,0,0,0,UskgJ,1P Audience,45,Male,119994,iOS,Smartphone,Safari,Fort Wayne,Indiana
T2VIADSWHF,O4862926,SEO,120,Yes,2,23-Jul,C0137,O4862926,Carousel,0,0,0,0,0,UTgP5,1P Audience,47,Male,133150,Android,Smartphone,Microsoft Edge,Aurora,Illinois
RQPLBT6H23,O2529443,SEO,82,No,1,23-Jul,C0195,O2529443,Video,0,0,0,0,0,UWBmc,Custom Audience,25,Female,40808,Android,Smartphone,Microsoft Edge,Rockford,Illinois
73J6AMPK0S,O5035007,SEO,90,No,3,23-Jul,C0017,O5035007,Carousel,0,0,0,0,0,U1jqe,1P Audience,43,Female,87520,Windows,Desktop,Microsoft Edge,Aurora,Illinois
TDW5VT61YA,O1369012,Referral,396,No,5,23-Jul,C0068,O1369012,Banner,1,1,1,0,668,U26Yt,3P Audience,33,Male,65046,Windows,Desktop,Microsoft Edge,Chicago,Illinois
Z2D7L4VFNM,O4463484,SEO,132,Yes,3,23-Jul,C0114,O4463484,Banner,1,1,0,0,0,UoXBT,Custom Audience,23,Male,40069,iOS,Smartphone,Safari,Chicago,Illinois
QJ0XT839BW,P4994506,Paid Search,164,Yes,3,23-Jul,C0053,P4994506,Carousel,1,1,0,750,0,UjGNQ,3P Audience,35,Female,62380,Windows,Desktop,Microsoft Edge,Aurora,Illinois
92HSBGMRZ0,O6348594,SEO,114,No,1,23-Jul,C0112,O6348594,Carousel,0,0,0,0,0,UkSGs,Custom Audience,37,Female,96599,iOS,Smartphone,Safari,Rockford,Illinois
MOBQ4Y5I0H,O1652031,Direct,496,No,4,23-Jul,C0239,O1652031,Video,1,1,1,0,577,UYo0N,1P Audience,38,Male,87476,Android,Tablet,Microsoft Edge,Chicago,Illinois
TDF3ENU74Y,O4149008,Direct,122,No,2,23-Jul,C0053,O4149008,Video,0,0,0,0,0,UX0Y7,Custom Audience,18,Female,51715,iOS,Smartphone,Safari,Boise,Idaho
9Q21AUA7XL,O1043019,Referral,369,No,6,23-Jul,C0101,O1043019,Banner,1,1,1,0,381,UVyxa,3P Audience,20,Female,59586,iOS,Smartphone,Safari,Idaho Falls,Idaho
K2XP7E9UV9,P2414415,Paid Search,90,No,1,23-Jul,C0250,P2414415,Banner,0,0,0,679,0,UdRsh,Custom Audience,34,Male,65032,macOS,Desktop,Microsoft Edge,Idaho Falls,Idaho
POKR2KBO0H,O6268463,Referral,165,Yes,3,23-Jul,C0195,O6268463,Video,0,0,0,0,0,UPD5f,3P Audience,53,Female,158718,iOS,Smartphone,Safari,Nampa,Idaho
XTP9WCAIMI,P2251645,Display,116,Yes,1,23-Jul,C0093,P2251645,Carousel,0,0,0,287,0,ULXGD,3P Audience,51,Female,152396,Windows,Desktop,Microsoft Edge,Nampa,Idaho
V90YDOU67I,O5330651,Referral,167,Yes,2,23-Jul,C0148,O5330651,Video,0,0,0,0,0,UX0Y7,3P Audience,18,Female,51715,Linux,Laptop,Mozilla Firefox,Hilo,Hawaii
R0XHJ1NIBZ,O5872314,Direct,132,Yes,1,23-Jul,C0238,O5872314,Banner,0,0,0,0,0,U5LBQ,3P Audience,23,Female,58097,Android,Smartphone,Microsoft Edge,Hilo,Hawaii
3KPP9IHG03,P7028157,Paid Search,93,No,2,23-Jul,C0131,P7028157,Banner,0,0,0,833,0,Unadz,3P Audience,27,Female,72865,iOS,Smartphone,Safari,Kailua,Hawaii
DRYKDZ1ESD,O2537333,SEO,144,No,2,23-Jul,C0213,O2537333,Banner,0,0,0,0,0,UYing,1P Audience,20,Male,59094,Android,Smartphone,Microsoft Edge,Hilo,Hawaii
A1QINOEA73,P7880207,Display,97,No,1,23-Jul,C0213,P7880207,Carousel,0,0,0,140,0,UYX2T,3P Audience,43,Male,118071,Windows,Laptop,Microsoft Edge,Honolulu,Hawaii
470IX79643,P4651328,Display,175,Yes,2,23-Jul,C0008,P4651328,Carousel,0,0,0,607,0,Uixl5,Custom Audience,32,Female,76266,Android,Tablet,Microsoft Edge,Columbus,Georgia
V4XF7RTG6C,O4407465,SEO,160,No,2,23-Jul,C0244,O4407465,Carousel,1,1,0,0,0,U0jMK,3P Audience,23,Female,44965,Windows,Laptop,Microsoft Edge,Atlanta,Georgia
7XK0SK41JU,O5519377,SEO,90,No,2,23-Jul,C0097,O5519377,Banner,0,0,0,0,0,UR70B,1P Audience,21,Male,54854,iOS,Tablet,Safari,Augusta,Georgia
YW2157QXBA,O2459278,Direct,133,No,3,23-Jul,C0081,O2459278,Carousel,0,0,0,0,0,UV3YW,Custom Audience,47,Male,183002,iOS,Smartphone,Safari,Columbus,Georgia
2JLUGBKTLP,O4850400,SEO,176,Yes,3,23-Jul,C0146,O4850400,Carousel,0,0,0,0,0,UDvTV,3P Audience,37,Female,86656,Windows,Desktop,Microsoft Edge,Columbus,Georgia
FX2MSZGHXX,O5521658,Referral,87,No,2,23-Jul,C0040,O5521658,Banner,0,0,0,0,0,UVe0W,1P Audience,38,Male,114196,iOS,Smartphone,Safari,Atlanta,Georgia
T8JFX5JY0B,P7985224,Paid Search,140,No,2,23-Jul,C0204,P7985224,Video,1,0,0,97,0,UrcoB,3P Audience,43,Female,119454,iOS,Tablet,Safari,Columbus,Georgia
XQLS01EA7H,O5027733,Direct,116,No,1,23-Jul,C0243,O5027733,Video,0,0,0,0,0,U2rmb,1P Audience,22,Female,59921,iOS,Tablet,Safari,Jersey City,New Jersey
4DCPKOVUQL,O4372460,Direct,167,No,2,23-Jul,C0105,O4372460,Carousel,0,0,0,0,0,UhJ4E,3P Audience,20,Female,53369,Android,Smartphone,Microsoft Edge,Bellevue,Nebraska
RG4I9JIFM3,P9566268,Display,83,No,2,23-Jul,C0105,P9566268,Banner,0,0,0,467,0,UZ3sd,1P Audience,16,Male,51928,iOS,Smartphone,Safari,Great Falls,Montana
HJHGWH8YXM,O4146041,SEO,105,Yes,3,23-Jul,C0210,O4146041,Video,0,0,0,0,0,UemW2,3P Audience,51,Male,129198,macOS,Desktop,Microsoft Edge,Southaven,Mississippi
SR1QG5VKCV,O2824307,Referral,76,No,3,23-Jul,C0219,O2824307,Banner,0,0,0,0,0,UQfcL,1P Audience,53,Female,182319,iOS,Tablet,Safari,Jackson,Mississippi
QFF80U1PKP,P3220486,Display,122,No,2,23-Jul,C0009,P3220486,Carousel,1,0,0,875,0,UaZR2,1P Audience,25,Female,49072,macOS,Desktop,Microsoft Edge,Jackson,Mississippi
2EN502CCQP,P4280341,Paid Search,170,Yes,3,23-Jul,C0241,P4280341,Carousel,0,0,0,685,0,UGUtZ,3P Audience,38,Female,113760,iOS,Smartphone,Safari,Saint Paul,Minnesota
MK7AZNF3QG,P8499852,Paid Search,126,No,2,23-Jul,C0012,P8499852,Carousel,1,0,0,744,0,UWx7r,Custom Audience,37,Female,105520,macOS,Desktop,Microsoft Edge,Boston,Massachusetts
YOPW485EYJ,P5875521,Paid Search,69,No,3,23-Jul,C0205,P5875521,Video,1,0,0,872,0,U1g5a,Custom Audience,36,Male,86784,Android,Tablet,Microsoft Edge,Baltimore,Maryland
HOX5Q2XSCV,O5638244,Referral,134,No,3,23-Jul,C0049,O5638244,Banner,0,0,0,0,0,UQbbX,1P Audience,23,Female,45243,Android,Smartphone,Microsoft Edge,Frederick,Maryland
RIG1NR5QA4,O7241197,Referral,105,No,1,23-Jul,C0009,O7241197,Banner,0,0,0,0,0,UlwjI,3P Audience,23,Female,53493,Linux,Laptop,Mozilla Firefox,Frederick,Maryland
IZINN5X368,O3479371,Referral,148,No,3,23-Jul,C0020,O3479371,Video,0,0,0,0,0,UTL5g,1P Audience,36,Female,93430,Android,Smartphone,Microsoft Edge,Portland,Maine
UXCM30OV7I,O2658796,SEO,152,Yes,1,23-Jul,C0112,O2658796,Video,0,0,0,0,0,UUII2,Custom Audience,35,Male,66782,Linux,Laptop,Mozilla Firefox,Bangor,Maine
H24HHJ8U4R,P6252421,Paid Search,104,No,3,23-Jul,C0039,P6252421,Video,1,1,0,778,0,UWCAD,Custom Audience,20,Male,47477,Android,Tablet,Microsoft Edge,Portland,Maine
PDA52HT5OH,O3372964,SEO,97,Yes,2,23-Jul,C0074,O3372964,Banner,1,0,0,0,0,UG3th,Custom Audience,41,Female,105515,iOS,Smartphone,Safari,Wichita,Kansas
QGK9L7COX0,P1116970,Paid Search,150,No,3,23-Jul,C0172,P1116970,Banner,0,0,0,458,0,UTL5g,3P Audience,36,Female,93430,Android,Smartphone,Microsoft Edge,Fort Wayne,Indiana
EESXILK3NV,O8044396,Direct,100,No,1,23-Jul,C0040,O8044396,Banner,1,0,0,0,0,UcgP4,3P Audience,18,Female,45843,iOS,Smartphone,Safari,Fort Wayne,Indiana
I2QABWC68R,P5818983,Display,140,No,1,23-Jul,C0153,P5818983,Banner,0,0,0,764,0,U4Ohf,Custom Audience,26,Male,77725,Windows,Desktop,Microsoft Edge,Aurora,Illinois
XIXWPHUAW4,O4333551,SEO,77,Yes,3,23-Jul,C0061,O4333551,Video,0,0,0,0,0,UWSf8,3P Audience,37,Female,114339,Android,Tablet,Microsoft Edge,Boise,Idaho
HDNSBWFL23,P4514737,Display,74,Yes,1,23-Jul,C0024,P4514737,Video,0,0,0,738,0,UEkER,Custom Audience,31,Female,70551,iOS,Tablet,Safari,Nampa,Idaho
BRD161D8UP,O4502856,SEO,166,No,1,23-Jul,C0131,O4502856,Banner,0,0,0,0,0,UTEEa,1P Audience,31,Female,75358,Android,Smartphone,Microsoft Edge,Nampa,Idaho
1FLT6O5YCW,O2056087,Direct,173,No,2,23-Jul,C0189,O2056087,Carousel,0,0,0,0,0,UYMZf,Custom Audience,49,Male,176947,Windows,Desktop,Microsoft Edge,Nampa,Idaho
WGQL5HETBX,P4211626,Paid Search,158,Yes,2,23-Jul,C0064,P4211626,Video,0,0,0,183,0,U2cUh,Custom Audience,30,Female,70526,iOS,Smartphone,Safari,Nampa,Idaho
