SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,ExposureID_2,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
CUXYQ04NBN,O7312749,Referral,349,No,6,22-Jun,C0060,O7312749,Video,Yes,Yes,Yes,0,216,UGlCg,O7312749,3P Audience,33,Male,77412,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
5PCU5I90BY,O3501532,SEO,139,Yes,2,22-Jun,C0125,O3501532,Banner,No,No,No,0,0,UxLPV,O3501532,3P Audience,46,Male,163473,Android,Tablet,Microsoft Edge,"Pittsburgh, Pennsylvania"
90MMW9K10X,O6270283,SEO,589,No,4,22-Mar,C0144,O6270283,Banner,Yes,Yes,Yes,0,440,U4qZi,O6270283,Custom Audience,47,Female,176058,Linux,Laptop,Mozilla Firefox,"Philadelphia, Pennsylvania"
XCLMXUG4Q0,P4461518,Display,82,Yes,3,22-Aug,C0028,P4461518,Video,Yes,No,No,770,0,U4Xh0,P4461518,1P Audience,18,Female,45069,macOS,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
YXX7WS9KDB,O1460378,Referral,162,No,1,22-Apr,C0196,O1460378,Carousel,Yes,No,No,0,0,Uzyuq,O1460378,Custom Audience,45,Male,105998,Windows,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
04FXGCDHVJ,O2378642,SEO,85,No,1,22-Aug,C0094,O2378642,Video,Yes,No,No,0,0,UZTzI,O2378642,Custom Audience,52,Female,120643,iOS,Tablet,Safari,"Philadelphia, Pennsylvania"
7RU4PORO8R,O5771712,Referral,106,No,2,22-Feb,C0144,O5771712,Video,Yes,No,No,0,0,UHd0n,O5771712,1P Audience,40,Female,108204,Windows,Desktop,Microsoft Edge,"Philadelphia, Pennsylvania"
SEUKMTA7J0,P9139391,Display,156,No,3,22-Feb,C0194,P9139391,Banner,Yes,Yes,No,891,0,U92R5,P9139391,Custom Audience,17,Male,43986,Windows,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
U6YCYP1OCK,O8325224,Referral,127,No,1,22-Mar,C0246,O8325224,Video,No,No,No,0,0,UPLam,O8325224,1P Audience,48,Female,127570,macOS,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
8KDBRZUX4W,O7373261,SEO,172,Yes,2,22-Aug,C0248,O7373261,Video,No,No,No,0,0,UcvmM,O7373261,3P Audience,52,Male,192958,Android,Smartphone,Microsoft Edge,"Pittsburgh, Pennsylvania"
BZJN1XLYL5,O2413382,Direct,80,No,3,22-Jan,C0098,O2413382,Banner,No,No,No,0,0,UaBcH,O2413382,3P Audience,37,Male,101069,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
WS3Q7D7RTK,O2771510,Referral,137,Yes,2,22-Mar,C0027,O2771510,Video,No,No,No,0,0,UiQwH,O2771510,Custom Audience,34,Male,71343,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
TR7K5WD7QP,O5084950,Referral,99,Yes,2,22-Jan,C0164,O5084950,Banner,Yes,No,No,0,0,UwpK8,O5084950,3P Audience,50,Female,125799,iOS,Smartphone,Safari,"Pittsburgh, Pennsylvania"
O94K5HIG05,P5044914,Display,97,No,1,22-May,C0022,P5044914,Banner,No,No,No,143,0,UbQbb,P5044914,1P Audience,24,Female,59849,Android,Tablet,Microsoft Edge,"Allentown, Pennsylvania"
S5B1RFVVIY,P1310323,Paid Search,138,No,3,22-Feb,C0152,P1310323,Carousel,No,No,No,565,0,UFrrT,P1310323,Custom Audience,51,Female,176507,macOS,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
T0EH370K3P,P8531942,Display,150,Yes,3,22-Aug,C0084,P8531942,Banner,No,No,No,245,0,Uv3yo,P8531942,1P Audience,25,Female,55637,Android,Tablet,Microsoft Edge,"Pittsburgh, Pennsylvania"
0XQEVBMT5L,P5314802,Display,174,No,3,22-Jun,C0034,P5314802,Carousel,Yes,Yes,No,862,0,Uq9TB,P5314802,3P Audience,34,Male,78195,Linux,Laptop,Mozilla Firefox,"Allentown, Pennsylvania"
NXLSAEV3OP,P4063111,Paid Search,102,No,3,22-May,C0191,P4063111,Banner,No,No,No,293,0,UcO6C,P4063111,1P Audience,20,Male,45051,Linux,Laptop,Mozilla Firefox,"Pittsburgh, Pennsylvania"
U46B0EG1DM,O6056689,SEO,120,No,1,22-Jul,C0042,O6056689,Banner,No,No,No,0,0,Ux0S6,O6056689,Custom Audience,40,Female,106510,iOS,Smartphone,Safari,"Eugene, Oregon"
8DQB31A6G2,P9137589,Paid Search,126,No,1,22-Apr,C0231,P9137589,Carousel,No,No,No,278,0,Ukd3f,P9137589,Custom Audience,25,Male,52414,macOS,Desktop,Microsoft Edge,"Portland, Oregon"
JEXM2TYXBS,P1189203,Paid Search,592,No,4,22-Oct,C0099,P1189203,Video,Yes,Yes,Yes,90,591,UZR8M,P1189203,3P Audience,27,Male,77600,iOS,Smartphone,Safari,"Eugene, Oregon"
YVRNGKX2DC,P9154817,Display,147,No,3,22-Jan,C0042,P9154817,Banner,Yes,No,No,760,0,UKFgL,P9154817,Custom Audience,40,Male,84045,macOS,Desktop,Microsoft Edge,"Eugene, Oregon"
MI6S4XJ90V,P6617526,Paid Search,146,No,2,22-Oct,C0064,P6617526,Video,No,No,No,191,0,Ul4Yd,P6617526,Custom Audience,17,Male,42093,Android,Smartphone,Microsoft Edge,"Portland, Oregon"
THG6HE1ZPR,O8036595,Direct,126,No,3,22-Jul,C0019,O8036595,Video,No,No,No,0,0,UAkmC,O8036595,3P Audience,51,Male,145083,macOS,Laptop,Microsoft Edge,"Salem, Oregon"
41ZK6E3OCL,P9472275,Display,170,Yes,3,22-May,C0222,P9472275,Banner,Yes,No,No,633,0,U18bK,P9472275,Custom Audience,29,Female,61976,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
O1EWIX4KDD,O1826059,SEO,119,No,1,22-Mar,C0069,O1826059,Video,Yes,Yes,No,0,0,UcvmM,O1826059,3P Audience,52,Male,192958,macOS,Laptop,Microsoft Edge,"Portland, Oregon"
XUZOYSABYU,P7863164,Display,109,Yes,2,22-Aug,C0018,P7863164,Banner,Yes,No,No,759,0,U4y4C,P7863164,3P Audience,43,Male,94373,Android,Smartphone,Microsoft Edge,"Portland, Oregon"
XTJ58IVA6Q,O1174378,Direct,139,No,3,22-Aug,C0058,O1174378,Banner,No,No,No,0,0,UDCNy,O1174378,3P Audience,42,Female,93380,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
W5DKYRW5ZU,P8439278,Paid Search,157,No,2,22-Jul,C0047,P8439278,Video,No,No,No,468,0,Ukd3f,P8439278,3P Audience,25,Male,52414,macOS,Desktop,Microsoft Edge,"Eugene, Oregon"
1IGQ5LQBMM,P3322673,Paid Search,157,No,3,22-May,C0025,P3322673,Video,No,No,No,264,0,UYRSm,P3322673,1P Audience,37,Male,95169,macOS,Laptop,Microsoft Edge,"Salem, Oregon"
3OSERRMWFC,P7912851,Display,167,No,2,22-Dec,C0104,P7912851,Banner,No,No,No,254,0,UhsBh,P7912851,1P Audience,54,Female,159476,iOS,Tablet,Safari,"Eugene, Oregon"
FLY6QDJIC7,O1311992,SEO,544,No,6,22-Oct,C0173,O1311992,Banner,Yes,Yes,Yes,0,157,UtuNR,O1311992,Custom Audience,36,Female,113414,macOS,Desktop,Microsoft Edge,"Portland, Oregon"
ONSKOY3S15,O6453372,Referral,71,No,1,22-Oct,C0005,O6453372,Video,Yes,No,No,0,0,UDMVd,O6453372,Custom Audience,35,Male,61554,iOS,Smartphone,Safari,"Salem, Oregon"
9VNLM7I06L,O3517364,Direct,177,No,1,22-Feb,C0124,O3517364,Video,No,No,No,0,0,UFxow,O3517364,Custom Audience,47,Male,150176,iOS,Tablet,Safari,"Salem, Oregon"
T8P8YRZUE3,P1724310,Display,118,No,2,22-May,C0116,P1724310,Banner,No,No,No,655,0,UPLam,P1724310,3P Audience,48,Female,127570,iOS,Smartphone,Safari,"Portland, Oregon"
7F4HNUCW0K,P2946850,Paid Search,73,No,3,22-Feb,C0210,P2946850,Carousel,No,No,No,762,0,UIsTD,P2946850,1P Audience,26,Male,74600,macOS,Laptop,Microsoft Edge,"Eugene, Oregon"
LU6NQ3HI74,P2634440,Display,138,No,1,22-Mar,C0225,P2634440,Carousel,No,No,No,711,0,UmUjU,P2634440,1P Audience,25,Male,48472,Android,Tablet,Microsoft Edge,"Portland, Oregon"
IB8SOS8V4Q,O1536755,Referral,103,No,2,22-Aug,C0248,O1536755,Video,No,No,No,0,0,UW76w,O1536755,3P Audience,32,Male,61940,iOS,Tablet,Safari,"Salem, Oregon"
XADYW77JLL,P2411502,Display,163,No,2,22-Feb,C0020,P2411502,Video,No,No,No,644,0,UxX6e,P2411502,3P Audience,36,Female,83442,iOS,Tablet,Safari,"Salem, Oregon"
5MWZ63LY0G,P4931060,Display,66,Yes,2,22-Dec,C0221,P4931060,Video,No,No,No,757,0,Uaxzu,P4931060,3P Audience,38,Female,97373,macOS,Desktop,Microsoft Edge,"Eugene, Oregon"
7Z00D1S9UG,O1223003,SEO,179,No,2,22-Jan,C0123,O1223003,Carousel,No,No,No,0,0,U1VxN,O1223003,Custom Audience,18,Female,59921,Android,Smartphone,Microsoft Edge,"Eugene, Oregon"
HRZCEYY3KI,O8372774,Direct,124,No,2,22-Feb,C0137,O8372774,Video,No,No,No,0,0,U56SZ,O8372774,Custom Audience,48,Male,136537,Android,Smartphone,Microsoft Edge,"Salem, Oregon"
FO2SM17H4Y,P8177357,Paid Search,64,No,3,22-May,C0136,P8177357,Carousel,Yes,Yes,No,606,0,UH6gt,P8177357,1P Audience,37,Male,82864,Linux,Laptop,Mozilla Firefox,"Portland, Oregon"
H9L8GF60DW,O3279119,Referral,94,No,1,22-Jul,C0109,O3279119,Banner,No,No,No,0,0,U45lf,O3279119,Custom Audience,48,Male,121842,iOS,Tablet,Safari,"Eugene, Oregon"
SNWBL6P13M,P9787060,Display,122,No,1,22-Nov,C0100,P9787060,Carousel,No,No,No,347,0,UBqxO,P9787060,1P Audience,55,Male,152031,Linux,Laptop,Mozilla Firefox,"Portland, Oregon"
5CIDQUGVNZ,P5835506,Paid Search,143,No,2,22-Dec,C0149,P5835506,Carousel,Yes,No,No,166,0,UuX3J,P5835506,Custom Audience,50,Male,128398,Linux,Laptop,Mozilla Firefox,"Salem, Oregon"
9KAV5X4QKN,P1319230,Display,564,No,4,22-Dec,C0175,P1319230,Banner,Yes,Yes,Yes,219,600,UDMVd,P1319230,3P Audience,35,Male,61554,macOS,Laptop,Microsoft Edge,"Portland, Oregon"
1CJDLXP9S6,O5343936,Referral,109,Yes,1,22-Sep,C0015,O5343936,Carousel,Yes,No,No,0,0,Uv1xf,O5343936,1P Audience,40,Female,113924,Android,Smartphone,Microsoft Edge,"Eugene, Oregon"
4MC8K302UF,O4908706,Referral,135,No,1,22-Jan,C0249,O4908706,Video,No,No,No,0,0,Uvs4M,O4908706,1P Audience,52,Male,169511,Windows,Desktop,Microsoft Edge,"Eugene, Oregon"
X72BAQCXD1,P7921829,Display,121,Yes,2,22-Jul,C0120,P7921829,Banner,No,No,No,552,0,UyxaW,P7921829,3P Audience,34,Female,67927,macOS,Laptop,Microsoft Edge,"Portland, Oregon"
D7DU1U1LD0,O2259559,Referral,72,No,1,22-May,C0199,O2259559,Banner,No,No,No,0,0,UsV7D,O2259559,3P Audience,24,Male,41308,iOS,Smartphone,Safari,"Salem, Oregon"
LB5JGQL3HB,P9899419,Paid Search,97,Yes,2,22-Sep,C0002,P9899419,Carousel,No,No,No,885,0,U1HOY,P9899419,1P Audience,38,Male,106772,macOS,Laptop,Microsoft Edge,"Portland, Oregon"
FELDSDEB3J,P8357780,Display,309,No,6,22-Apr,C0020,P8357780,Banner,Yes,Yes,Yes,803,473,UYKhC,P8357780,3P Audience,43,Male,81292,Windows,Laptop,Microsoft Edge,"Portland, Oregon"
QTM6LWQ1T1,P5313149,Paid Search,162,No,3,22-May,C0050,P5313149,Carousel,Yes,No,No,666,0,UQ4N2,P5313149,3P Audience,35,Female,67286,Windows,Laptop,Microsoft Edge,"Eugene, Oregon"
CUVPY6ISW5,P6258670,Display,588,No,5,22-Nov,C0062,P6258670,Carousel,Yes,Yes,Yes,138,186,UX3MX,P6258670,3P Audience,32,Male,67519,Windows,Laptop,Microsoft Edge,"Portland, Oregon"
T6Y9BUEDTL,O6647456,Direct,156,No,3,22-Jul,C0019,O6647456,Banner,Yes,Yes,No,0,0,U2o7S,O6647456,1P Audience,38,Female,117542,iOS,Tablet,Safari,"Eugene, Oregon"
RPSF63UYJA,P4045212,Paid Search,340,No,5,22-Mar,C0127,P4045212,Carousel,Yes,Yes,Yes,787,260,UhsBh,P4045212,1P Audience,54,Female,159476,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
3WHBL46S91,O8083831,SEO,510,No,6,22-Jan,C0234,O8083831,Video,Yes,Yes,Yes,0,116,UsWIv,O8083831,3P Audience,38,Female,83997,Linux,Laptop,Mozilla Firefox,"Eugene, Oregon"
JP1TFCRS8V,O5479255,SEO,173,Yes,1,22-Aug,C0162,O5479255,Carousel,No,No,No,0,0,Ux0S6,O5479255,3P Audience,40,Female,106510,macOS,Desktop,Microsoft Edge,"Salem, Oregon"
VELJCVH38G,P1473859,Display,96,Yes,1,22-Dec,C0091,P1473859,Carousel,Yes,Yes,No,379,0,UEFo9,P1473859,3P Audience,30,Female,76365,Android,Tablet,Microsoft Edge,"Portland, Oregon"
W5CEKNVEFY,P6009766,Paid Search,63,No,2,22-Apr,C0127,P6009766,Banner,No,No,No,131,0,UKTNj,P6009766,Custom Audience,18,Female,41858,Windows,Laptop,Microsoft Edge,"Salem, Oregon"
R56P9YJ7UJ,O2682860,Referral,100,Yes,2,22-Oct,C0051,O2682860,Carousel,Yes,No,No,0,0,Ukg8i,O2682860,3P Audience,55,Female,159753,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
CGU3DB6RE4,P9789705,Paid Search,139,No,3,22-Apr,C0143,P9789705,Banner,Yes,No,No,600,0,Ue5YA,P9789705,3P Audience,27,Male,73507,Android,Smartphone,Microsoft Edge,"Eugene, Oregon"
1HM50N3R44,O4227519,Referral,150,No,1,22-Feb,C0049,O4227519,Carousel,No,No,No,0,0,U4qZi,O4227519,1P Audience,47,Female,176058,macOS,Desktop,Microsoft Edge,"Eugene, Oregon"
9V19F9DSQK,O8144295,SEO,124,No,3,22-Apr,C0220,O8144295,Video,No,No,No,0,0,UiJHF,O8144295,1P Audience,38,Female,89100,iOS,Smartphone,Safari,"Salem, Oregon"
M12N1ZDNCM,O9508108,Direct,572,No,4,22-Jul,C0097,O9508108,Video,Yes,Yes,Yes,0,295,UdVTj,O9508108,1P Audience,45,Male,108379,Android,Tablet,Microsoft Edge,"Portland, Oregon"
MTKKDL5CDY,O9135761,Direct,134,No,1,22-Dec,C0171,O9135761,Carousel,Yes,No,No,0,0,UUhjt,O9135761,Custom Audience,17,Male,42965,macOS,Laptop,Microsoft Edge,"Salem, Oregon"
S7B9RFK5UO,O4046084,Referral,167,No,1,22-Jun,C0175,O4046084,Video,Yes,No,No,0,0,Us5Iu,O4046084,Custom Audience,24,Male,57251,Android,Smartphone,Microsoft Edge,"Portland, Oregon"
ND0SX7YDDQ,P9261129,Paid Search,377,No,5,22-Nov,C0184,P9261129,Carousel,Yes,Yes,Yes,450,406,UYSKx,P9261129,Custom Audience,52,Female,172737,Windows,Laptop,Microsoft Edge,"Salem, Oregon"
E8SSD5M5WR,P8517100,Paid Search,90,No,2,22-Mar,C0016,P8517100,Carousel,Yes,No,No,450,0,UEEXG,P8517100,3P Audience,36,Female,91509,Android,Smartphone,Microsoft Edge,"Eugene, Oregon"
HXY5SQZ0S4,O2398958,Referral,121,Yes,2,22-Feb,C0218,O2398958,Carousel,No,No,No,0,0,UzoI8,O2398958,3P Audience,41,Male,111445,Windows,Desktop,Microsoft Edge,"Eugene, Oregon"
HDV7WZCVJF,P8784481,Display,129,No,1,22-Apr,C0141,P8784481,Banner,No,No,No,758,0,UGxKD,P8784481,3P Audience,19,Female,44597,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
JKBGUV0CG8,O8079566,SEO,311,No,5,22-Jun,C0034,O8079566,Banner,Yes,Yes,Yes,0,317,UotdV,O8079566,1P Audience,29,Female,67949,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
6U6AOP3VJ7,P5079016,Paid Search,67,No,1,22-Feb,C0143,P5079016,Video,Yes,No,No,467,0,UH53N,P5079016,3P Audience,41,Female,105360,Windows,Laptop,Microsoft Edge,"Salem, Oregon"
X5HEMJB18Q,O4252969,SEO,75,No,1,22-Dec,C0191,O4252969,Video,No,No,No,0,0,U4OHH,O4252969,Custom Audience,17,Male,42212,Windows,Desktop,Microsoft Edge,"Portland, Oregon"
5OQIST35A5,O9263294,SEO,169,Yes,3,22-Apr,C0143,O9263294,Carousel,No,No,No,0,0,UOCze,O9263294,1P Audience,46,Male,181690,Android,Smartphone,Microsoft Edge,"Salem, Oregon"
CK1CMBE97I,P8178366,Paid Search,85,No,3,22-Mar,C0207,P8178366,Video,No,No,No,688,0,USyfq,P8178366,Custom Audience,42,Male,104086,macOS,Desktop,Microsoft Edge,"Eugene, Oregon"
NCBTLV52ZR,O9127201,SEO,468,No,4,22-Mar,C0020,O9127201,Carousel,Yes,Yes,Yes,0,201,UEEXG,O9127201,Custom Audience,36,Female,91509,macOS,Laptop,Microsoft Edge,"Eugene, Oregon"
BAU7ZTVAGB,P1117823,Display,108,No,1,22-Oct,C0065,P1117823,Banner,Yes,Yes,No,704,0,U3Q87,P1117823,Custom Audience,20,Female,40351,iOS,Tablet,Safari,"Salem, Oregon"
RBW9ODBC6X,P9372800,Paid Search,138,No,1,22-Nov,C0102,P9372800,Video,No,No,No,809,0,UScCA,P9372800,3P Audience,47,Male,121329,macOS,Laptop,Microsoft Edge,"Portland, Oregon"
FY55PPUM0Q,O1558682,SEO,130,Yes,2,22-Oct,C0118,O1558682,Banner,No,No,No,0,0,U8YJD,O1558682,1P Audience,38,Male,117772,iOS,Smartphone,Safari,"Portland, Oregon"
ZQOKGIM6HZ,O2185415,SEO,144,Yes,3,22-Jan,C0036,O2185415,Video,No,No,No,0,0,UnxfK,O2185415,Custom Audience,36,Female,86096,macOS,Laptop,Microsoft Edge,"Eugene, Oregon"
BHGQIG8PUX,O7629952,Referral,130,Yes,1,22-Jun,C0245,O7629952,Carousel,Yes,No,No,0,0,UDDjp,O7629952,Custom Audience,51,Male,142859,macOS,Laptop,Microsoft Edge,"Salem, Oregon"
CAMY062EOO,O7676129,Direct,82,Yes,2,22-Nov,C0152,O7676129,Carousel,Yes,No,No,0,0,ULQvj,O7676129,3P Audience,47,Female,184520,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
K4T4MQQNY1,O6583427,Referral,116,Yes,2,22-Jul,C0109,O6583427,Banner,No,No,No,0,0,UhsBh,O6583427,1P Audience,54,Female,159476,iOS,Tablet,Safari,"Portland, Oregon"
KF5U2HJXFX,O3849847,Direct,129,No,3,22-Apr,C0133,O3849847,Video,No,No,No,0,0,U2Exm,O3849847,3P Audience,44,Female,99832,Android,Smartphone,Microsoft Edge,"Salem, Oregon"
2T7LAFSEIM,O1619905,SEO,142,Yes,2,22-Feb,C0129,O1619905,Banner,Yes,Yes,No,0,0,UDCNy,O1619905,Custom Audience,42,Female,93380,Windows,Desktop,Microsoft Edge,"Eugene, Oregon"
DSI81T0L9O,P3719603,Display,172,No,1,22-Mar,C0026,P3719603,Banner,Yes,No,No,277,0,UEFo9,P3719603,1P Audience,30,Female,76365,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
R85NM65YLH,P9955228,Display,103,No,1,22-Feb,C0081,P9955228,Carousel,Yes,No,No,876,0,U8S7M,P9955228,Custom Audience,38,Female,94498,macOS,Desktop,Microsoft Edge,"Portland, Oregon"
NIRIVSSVVX,P9359369,Paid Search,162,No,1,22-Jun,C0056,P9359369,Video,No,No,No,877,0,UGUAn,P9359369,1P Audience,22,Male,58801,iOS,Smartphone,Safari,"Eugene, Oregon"
6P7GEVK77R,O5746129,Referral,150,No,2,22-Aug,C0060,O5746129,Carousel,Yes,No,No,0,0,UbQbb,O5746129,3P Audience,24,Female,59849,iOS,Smartphone,Safari,"Portland, Oregon"
0RJSAWBJ8C,P1990870,Paid Search,121,No,3,22-Aug,C0215,P1990870,Video,No,No,No,670,0,UDCNy,P1990870,1P Audience,42,Female,93380,Windows,Desktop,Microsoft Edge,"Salem, Oregon"
5DJ5NGRC9Q,P8305290,Paid Search,133,No,1,22-Nov,C0015,P8305290,Banner,Yes,No,No,747,0,U7CNb,P8305290,3P Audience,43,Male,86868,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
5ZTKJITRK0,P6035995,Paid Search,81,Yes,3,22-Mar,C0095,P6035995,Carousel,No,No,No,173,0,U6HXf,P6035995,1P Audience,21,Male,53237,Android,Smartphone,Microsoft Edge,"Eugene, Oregon"
XCT8GMNR1H,P7598138,Display,157,No,2,22-Dec,C0084,P7598138,Video,No,No,No,302,0,UKFgL,P7598138,1P Audience,40,Male,84045,Android,Tablet,Microsoft Edge,"Salem, Oregon"
Z0IF6IO1I7,O1581910,SEO,500,No,6,22-Jul,C0221,O1581910,Banner,Yes,Yes,Yes,0,169,UXnPj,O1581910,3P Audience,29,Male,64710,iOS,Tablet,Safari,"Salem, Oregon"
R87Y0XO9JE,O6671478,Direct,556,No,5,22-Feb,C0095,O6671478,Banner,Yes,Yes,Yes,0,422,Uo9ul,O6671478,Custom Audience,44,Male,88145,iOS,Tablet,Safari,"Eugene, Oregon"
7LSGJW9OF0,O2256737,SEO,112,No,2,22-Apr,C0147,O2256737,Banner,No,No,No,0,0,Uw88P,O2256737,3P Audience,54,Female,192012,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
35ZBMSCJW1,O4683488,Direct,97,No,1,22-Nov,C0151,O4683488,Banner,No,No,No,0,0,UJz8b,O4683488,3P Audience,41,Male,111853,Windows,Desktop,Microsoft Edge,"Portland, Oregon"
2AHHTGDEC3,P9195364,Display,72,No,2,22-Sep,C0219,P9195364,Banner,No,No,No,629,0,UuX3J,P9195364,Custom Audience,50,Male,128398,iOS,Tablet,Safari,"Portland, Oregon"
KZWRVLPYH2,O3345359,Direct,176,No,1,22-Aug,C0208,O3345359,Banner,No,No,No,0,0,UiJHF,O3345359,3P Audience,38,Female,89100,Windows,Laptop,Microsoft Edge,"Portland, Oregon"
MC8JVR88BF,O1036417,SEO,134,No,3,22-Jun,C0060,O1036417,Banner,Yes,Yes,No,0,0,UsOEb,O1036417,Custom Audience,23,Male,53663,Android,Smartphone,Microsoft Edge,"Portland, Oregon"
VQYIW9JD1V,P1020304,Display,80,Yes,1,22-May,C0136,P1020304,Banner,No,No,No,284,0,UERym,P1020304,3P Audience,41,Female,113095,macOS,Desktop,Microsoft Edge,"Norman, Oklahoma"
3UXDXSVG5E,O1221576,Direct,82,No,2,22-Jan,C0018,O1221576,Video,No,No,No,0,0,UdfPR,O1221576,1P Audience,25,Male,44313,Windows,Desktop,Microsoft Edge,"Tulsa, Oklahoma"
FO5GRUST1I,O6165558,SEO,92,No,3,22-Oct,C0008,O6165558,Carousel,Yes,No,No,0,0,Uzyuq,O6165558,1P Audience,45,Male,105998,Android,Tablet,Microsoft Edge,"Oklahoma City, Oklahoma"
T7D7CPHA8G,P7414903,Paid Search,533,No,4,22-Jan,C0084,P7414903,Video,Yes,Yes,Yes,799,180,UT3DO,P7414903,1P Audience,41,Female,98355,iOS,Tablet,Safari,"Norman, Oklahoma"
65SIHEBWS7,O5369869,SEO,142,No,1,22-Oct,C0076,O5369869,Carousel,No,No,No,0,0,UcO6C,O5369869,3P Audience,20,Male,45051,iOS,Smartphone,Safari,"Tulsa, Oklahoma"
65PGIO0OPT,P5888658,Paid Search,108,No,3,22-Jan,C0024,P5888658,Banner,Yes,No,No,380,0,UoBia,P5888658,Custom Audience,23,Male,45398,Windows,Laptop,Microsoft Edge,"Norman, Oklahoma"
R2JODE2VLC,O4479957,Referral,134,Yes,3,22-Apr,C0208,O4479957,Banner,Yes,Yes,No,0,0,U4j1n,O4479957,Custom Audience,50,Male,172063,Linux,Laptop,Mozilla Firefox,"Norman, Oklahoma"
87JM2S1QZ2,P4154883,Display,62,Yes,2,22-May,C0149,P4154883,Carousel,No,No,No,462,0,UWgfb,P4154883,1P Audience,34,Male,72052,Android,Smartphone,Microsoft Edge,"Oklahoma City, Oklahoma"
FMN2F54JLA,P3392574,Display,176,Yes,2,22-Sep,C0225,P3392574,Banner,Yes,No,No,854,0,UnE7R,P3392574,1P Audience,31,Male,69380,iOS,Tablet,Safari,"Tulsa, Oklahoma"
K72N3WPTQG,O9439755,Direct,144,No,2,22-Dec,C0241,O9439755,Carousel,Yes,Yes,No,0,0,U27aQ,O9439755,1P Audience,34,Male,74225,Windows,Desktop,Microsoft Edge,"Norman, Oklahoma"
VZ5TXDQKQG,P2267001,Paid Search,68,No,3,22-Nov,C0244,P2267001,Banner,Yes,No,No,676,0,UOesh,P2267001,3P Audience,53,Female,187915,Android,Tablet,Microsoft Edge,"Norman, Oklahoma"
M4XOHFEQVA,P4599586,Display,376,No,4,22-Jun,C0119,P4599586,Video,Yes,Yes,Yes,770,260,UsV7D,P4599586,Custom Audience,24,Male,41308,Android,Smartphone,Microsoft Edge,"Tulsa, Oklahoma"
ZGHQC7PQFB,O1304457,Referral,155,No,3,22-Oct,C0100,O1304457,Banner,No,No,No,0,0,UzoI8,O1304457,3P Audience,41,Male,111445,iOS,Tablet,Safari,"Tulsa, Oklahoma"
4J6VX8PSNE,O3207692,SEO,128,No,1,22-May,C0125,O3207692,Carousel,Yes,No,No,0,0,UgLfE,O3207692,1P Audience,24,Male,53420,Android,Tablet,Microsoft Edge,"Tulsa, Oklahoma"
UCC1YMPHQX,O1375403,Referral,96,Yes,2,22-May,C0107,O1375403,Video,Yes,No,No,0,0,U6GOj,O1375403,3P Audience,27,Male,68661,iOS,Tablet,Safari,"Tulsa, Oklahoma"
PEYTE2GSC5,P9843761,Paid Search,61,No,2,22-Jan,C0230,P9843761,Video,No,No,No,485,0,UGIIZ,P9843761,Custom Audience,42,Female,85163,Windows,Desktop,Microsoft Edge,"Oklahoma City, Oklahoma"
MAWDJL72FP,O5701286,Direct,90,No,2,22-Jul,C0137,O5701286,Video,No,No,No,0,0,U0Pdt,O5701286,Custom Audience,28,Male,68607,macOS,Desktop,Microsoft Edge,"Oklahoma City, Oklahoma"
DITANN7N1S,P2837366,Paid Search,147,No,3,22-Sep,C0046,P2837366,Video,No,No,No,704,0,UxLPV,P2837366,1P Audience,46,Male,163473,Android,Smartphone,Microsoft Edge,"Norman, Oklahoma"
3BTSYZX03U,P7879969,Paid Search,134,No,3,22-Dec,C0124,P7879969,Banner,No,No,No,264,0,UVmqb,P7879969,3P Audience,35,Male,62714,iOS,Smartphone,Safari,"Norman, Oklahoma"
VWDUG2E0IC,P4878075,Paid Search,479,No,6,22-Jan,C0179,P4878075,Video,Yes,Yes,Yes,776,648,UepVX,P4878075,1P Audience,52,Male,186851,Android,Tablet,Microsoft Edge,"Norman, Oklahoma"
SVF8RL14NB,O5188702,Direct,126,No,3,22-Nov,C0198,O5188702,Carousel,No,No,No,0,0,UafDX,O5188702,Custom Audience,44,Male,110079,Linux,Laptop,Mozilla Firefox,"Tulsa, Oklahoma"
